,prolific_id_NONE,prolific_id_robot,prolific_id_human,question_NONE,question_robot,question_human,score_NONE,score_robot,score_human,average_over_questions_NONE,average_over_questions_robot,average_over_questions_human
0,5c703ae661dd7e0001a15495,57ed0f89226dff0001579c05,5ba4e5c0236c690001d2b3ca,question17,question17,question17,6.0,5.0,4.0,6.0,4.2,4.6
1,5d40688398eff00001b7f3de,57655c729dcd970001dbdb54,5d71413ae86c170001aa28ef,question17,question17,question17,3.0,0.0,4.0,3.0,2.6,3.6
2,5c587fb58fba0a000189f4d8,5cb054d63d9dea00163baddc,5a8599792a842c0001fcbacb,question17,question17,question17,2.0,4.0,3.0,3.6,4.0,3.8
3,5beaf551ef9cd800015c658d,5ccc758ab11510001584a1af,5d3190340334500019f10d7d,question17,question17,question17,0.0,6.0,4.0,0.8,5.0,4.8
4,5d533625b45aff0001980b1a,5b0742e36f73510001fdbb8b,5ba22e8977ca3100017a349c,question17,question17,question17,1.0,4.0,2.0,2.6,4.2,5.2
5,5bfb097f1cd5430001fc88c2,5b3a06071d4b6800016947e3,5d4de607e349a4001629b1f0,question17,question17,question17,2.0,5.0,4.0,4.2,4.8,5.6
6,5d53dc4f93278500018f4e37,5d21c0dfb1e50a001c19e94c,596bc31ae2a6a700014ca930,question17,question17,question17,4.0,6.0,4.0,2.8,6.0,4.0
7,5d20c1b3c0291600169512e7,5d47e2b023a1260001202968,5d4e666a4ec90b000121811b,question17,question17,question17,0.0,0.0,3.0,1.4,0.0,2.0
8,5c66e37c34323f0001608e3e,5d822f75d09b690017857bd4,5c2bf915f24aeb00015e4d43,question17,question17,question17,0.0,2.0,4.0,1.0,1.6,3.8
9,5c4214996ca3080001d3b4c1,5c0004fc4210510001725547,5957a896eb4f4a00011688b5,question17,question17,question17,3.0,3.0,0.0,3.0,3.6,0.0
10,5b780f891c89e50001d6e8b1,588d4876b08cc30001b77a5e,5c8659d49a306000016f7c4c,question17,question17,question17,5.0,5.0,3.0,4.8,4.0,2.6
11,58a2e8c9e6afe00001d35005,5daa85e5997769001203771d,5a80fb64ae9a0b0001a9c0bb,question17,question17,question17,3.0,3.0,3.0,2.4,2.8,3.0
12,57adbbe8bcf54e000152816b,57ed0f89226dff0001579c05,5ba4e5c0236c690001d2b3ca,question17,question18,question18,6.0,4.0,5.0,5.6,,
13,5c703ae661dd7e0001a15495,57655c729dcd970001dbdb54,5d71413ae86c170001aa28ef,question18,question18,question18,6.0,3.0,3.0,,,
14,5d40688398eff00001b7f3de,5cb054d63d9dea00163baddc,5a8599792a842c0001fcbacb,question18,question18,question18,3.0,4.0,4.0,,,
15,5c587fb58fba0a000189f4d8,5ccc758ab11510001584a1af,5d3190340334500019f10d7d,question18,question18,question18,2.0,4.0,5.0,,,
16,5beaf551ef9cd800015c658d,5b0742e36f73510001fdbb8b,5ba22e8977ca3100017a349c,question18,question18,question18,2.0,4.0,6.0,,,
17,5d533625b45aff0001980b1a,5b3a06071d4b6800016947e3,5d4de607e349a4001629b1f0,question18,question18,question18,2.0,5.0,6.0,,,
18,5bfb097f1cd5430001fc88c2,5d21c0dfb1e50a001c19e94c,596bc31ae2a6a700014ca930,question18,question18,question18,4.0,6.0,4.0,,,
19,5d53dc4f93278500018f4e37,5d47e2b023a1260001202968,5d4e666a4ec90b000121811b,question18,question18,question18,4.0,0.0,2.0,,,
20,5d20c1b3c0291600169512e7,5d822f75d09b690017857bd4,5c2bf915f24aeb00015e4d43,question18,question18,question18,3.0,2.0,4.0,,,
21,5c66e37c34323f0001608e3e,5c0004fc4210510001725547,5957a896eb4f4a00011688b5,question18,question18,question18,0.0,5.0,0.0,,,
22,5c4214996ca3080001d3b4c1,588d4876b08cc30001b77a5e,5c8659d49a306000016f7c4c,question18,question18,question18,3.0,5.0,3.0,,,
23,5b780f891c89e50001d6e8b1,5daa85e5997769001203771d,5a80fb64ae9a0b0001a9c0bb,question18,question18,question18,5.0,4.0,3.0,,,
24,58a2e8c9e6afe00001d35005,57ed0f89226dff0001579c05,5ba4e5c0236c690001d2b3ca,question18,question19,question19,3.0,4.0,5.0,,,
25,57adbbe8bcf54e000152816b,57655c729dcd970001dbdb54,5d71413ae86c170001aa28ef,question18,question19,question19,5.0,4.0,3.0,,,
26,5c703ae661dd7e0001a15495,5cb054d63d9dea00163baddc,5a8599792a842c0001fcbacb,question19,question19,question19,6.0,4.0,4.0,,,
27,5d40688398eff00001b7f3de,5ccc758ab11510001584a1af,5d3190340334500019f10d7d,question19,question19,question19,4.0,6.0,5.0,,,
28,5c587fb58fba0a000189f4d8,5b0742e36f73510001fdbb8b,5ba22e8977ca3100017a349c,question19,question19,question19,5.0,5.0,6.0,,,
29,5beaf551ef9cd800015c658d,5b3a06071d4b6800016947e3,5d4de607e349a4001629b1f0,question19,question19,question19,1.0,5.0,6.0,,,
30,5d533625b45aff0001980b1a,5d21c0dfb1e50a001c19e94c,596bc31ae2a6a700014ca930,question19,question19,question19,4.0,6.0,4.0,,,
31,5bfb097f1cd5430001fc88c2,5d47e2b023a1260001202968,5d4e666a4ec90b000121811b,question19,question19,question19,5.0,0.0,2.0,,,
32,5d53dc4f93278500018f4e37,5d822f75d09b690017857bd4,5c2bf915f24aeb00015e4d43,question19,question19,question19,2.0,2.0,4.0,,,
33,5d20c1b3c0291600169512e7,5c0004fc4210510001725547,5957a896eb4f4a00011688b5,question19,question19,question19,2.0,3.0,0.0,,,
34,5c66e37c34323f0001608e3e,588d4876b08cc30001b77a5e,5c8659d49a306000016f7c4c,question19,question19,question19,2.0,4.0,2.0,,,
35,5c4214996ca3080001d3b4c1,5daa85e5997769001203771d,5a80fb64ae9a0b0001a9c0bb,question19,question19,question19,3.0,3.0,3.0,,,
36,5b780f891c89e50001d6e8b1,57ed0f89226dff0001579c05,5ba4e5c0236c690001d2b3ca,question19,question20,question20,5.0,4.0,4.0,,,
37,58a2e8c9e6afe00001d35005,57655c729dcd970001dbdb54,5d71413ae86c170001aa28ef,question19,question20,question20,3.0,3.0,5.0,,,
38,57adbbe8bcf54e000152816b,5cb054d63d9dea00163baddc,5a8599792a842c0001fcbacb,question19,question20,question20,6.0,4.0,4.0,,,
39,5c703ae661dd7e0001a15495,5ccc758ab11510001584a1af,5d3190340334500019f10d7d,question20,question20,question20,6.0,6.0,5.0,,,
40,5d40688398eff00001b7f3de,5b0742e36f73510001fdbb8b,5ba22e8977ca3100017a349c,question20,question20,question20,3.0,4.0,6.0,,,
41,5c587fb58fba0a000189f4d8,5b3a06071d4b6800016947e3,5d4de607e349a4001629b1f0,question20,question20,question20,5.0,4.0,6.0,,,
42,5beaf551ef9cd800015c658d,5d21c0dfb1e50a001c19e94c,596bc31ae2a6a700014ca930,question20,question20,question20,0.0,6.0,4.0,,,
43,5d533625b45aff0001980b1a,5d47e2b023a1260001202968,5d4e666a4ec90b000121811b,question20,question20,question20,3.0,0.0,2.0,,,
44,5bfb097f1cd5430001fc88c2,5d822f75d09b690017857bd4,5c2bf915f24aeb00015e4d43,question20,question20,question20,4.0,1.0,4.0,,,
45,5d53dc4f93278500018f4e37,5c0004fc4210510001725547,5957a896eb4f4a00011688b5,question20,question20,question20,2.0,4.0,0.0,,,
46,5d20c1b3c0291600169512e7,588d4876b08cc30001b77a5e,5c8659d49a306000016f7c4c,question20,question20,question20,2.0,3.0,2.0,,,
47,5c66e37c34323f0001608e3e,5daa85e5997769001203771d,5a80fb64ae9a0b0001a9c0bb,question20,question20,question20,2.0,2.0,3.0,,,
48,5c4214996ca3080001d3b4c1,57ed0f89226dff0001579c05,5ba4e5c0236c690001d2b3ca,question20,question21,question21,3.0,4.0,5.0,,,
49,5b780f891c89e50001d6e8b1,57655c729dcd970001dbdb54,5d71413ae86c170001aa28ef,question20,question21,question21,4.0,3.0,3.0,,,
50,58a2e8c9e6afe00001d35005,5cb054d63d9dea00163baddc,5a8599792a842c0001fcbacb,question20,question21,question21,0.0,4.0,4.0,,,
51,57adbbe8bcf54e000152816b,5ccc758ab11510001584a1af,5d3190340334500019f10d7d,question20,question21,question21,6.0,3.0,5.0,,,
52,5c703ae661dd7e0001a15495,5b0742e36f73510001fdbb8b,5ba22e8977ca3100017a349c,question21,question21,question21,6.0,4.0,6.0,,,
53,5d40688398eff00001b7f3de,5b3a06071d4b6800016947e3,5d4de607e349a4001629b1f0,question21,question21,question21,2.0,5.0,6.0,,,
54,5c587fb58fba0a000189f4d8,5d21c0dfb1e50a001c19e94c,596bc31ae2a6a700014ca930,question21,question21,question21,4.0,6.0,4.0,,,
55,5beaf551ef9cd800015c658d,5d47e2b023a1260001202968,5d4e666a4ec90b000121811b,question21,question21,question21,1.0,0.0,1.0,,,
